Shipment_ID,Date,Origin_Port,Destination_Port,Volume_TEU,Distance_nm,Carrier_Reliability_Score,Weather_Condition,Geopolitical_Risk_Score,Fuel_Price_Index,Product_Category,Transport_Mode,Disruption_Occurred,Lead_Time_Days,Predicted_ETA_Date,Predicted_ETA_Days,Transit_Port
SC-97955,2024-02-14,Tokyo,Singapore,6446,4480,0.5413,Clear,4.3,143.15,Textiles,Sea,0,10.4,2024-02-24 09:36:00,10.4,Piraeus
SC-95514,2024-05-13,Shanghai,New York,2873,8799,0.8174,Rain,4.4,118.63,Machinery,Sea,0,20.4,2024-06-02 09:36:00,20.4,Jebel Ali
SC-25358,2024-01-21,Atina,Felixstowe,7693,10547,0.6083,Fog,4.2,120.97,Auto Parts,Sea,1,31.7,2024-02-21 16:48:00,31.7,Atina
SC-86918,2024-05-01,Dubai,Felixstowe,13896,6674,0.558,Clear,4.4,134.25,Textiles,Sea,1,20.1,2024-05-21 02:24:00,20.1,Jebel Ali
SC-24596,2024-03-10,Ambarli,Shanghai,2717,5522,0.9464,Clear,4.0,101.47,Auto Parts,Sea,0,12.8,2024-03-22 19:12:00,12.8,New York
SC-43572,2024-12-17,New York,Mersin,3278,8104,0.8198,Clear,4.7,116.92,Electronics,Sea,0,18.8,2025-01-04 19:12:00,18.8,İzmir
SC-88757,2024-12-26,Busan,Shanghai,14402,7819,0.6218,Clear,3.3,143.17,Auto Parts,Sea,0,18.1,2025-01-13 02:24:00,18.1,Tanger Med
SC-11279,2024-02-17,Dubai,Shanghai,5464,2163,0.6934,Fog,3.3,84.78,Machinery,Sea,0,5.0,2024-02-22 00:00:00,5.0,Trieste
SC-73197,2024-02-08,Antwerp,Marsilya,4191,8922,0.9866,Clear,4.4,143.39,Electronics,Sea,1,26.8,2024-03-05 19:12:00,26.8,İzmir
SC-72516,2024-10-13,Los Angeles,Valencia,7635,5381,0.9311,Clear,2.4,131.01,Machinery,Sea,0,12.5,2024-10-25 12:00:00,12.5,Piraeus
SC-17083,2024-01-10,Tokyo,Singapore,8276,4064,0.5078,Clear,1.2,133.89,Electronics,Sea,0,9.4,2024-01-19 09:36:00,9.4,New York
SC-27771,2024-01-30,Barcelona,Dubai,7553,8589,0.9899,Clear,4.0,84.53,Machinery,Sea,0,19.9,2024-02-18 21:36:00,19.9,Barcelona
SC-39975,2024-08-31,Antwerp,Marsilya,4079,9447,0.6843,Rain,2.0,93.14,Textiles,Sea,1,28.4,2024-09-28 09:36:00,28.4,Tanger Med
SC-55648,2024-09-30,Dubai,Mersin,4630,5984,0.8477,Clear,2.9,144.77,Machinery,Sea,0,13.9,2024-10-13 21:36:00,13.9,Barcelona
SC-58285,2024-03-28,Marsilya,Ningbo,18090,5887,0.8563,Clear,2.0,88.68,Textiles,Sea,0,13.6,2024-04-10 14:24:00,13.6,Tanger Med
SC-29063,2024-08-31,Mersin,Ningbo,7024,2339,0.9558,Clear,4.3,124.18,Chemicals,Sea,0,5.4,2024-09-05 09:36:00,5.4,Marsaxlokk
SC-77642,2024-11-24,New York,Ningbo,18839,6821,0.9425,Clear,4.8,134.79,Auto Parts,Sea,0,15.8,2024-12-09 19:12:00,15.8,Ambarli
SC-96143,2024-01-15,Valencia,Dubai,7191,5781,0.6409,Clear,1.2,96.19,Electronics,Sea,0,13.4,2024-01-28 09:36:00,13.4,New York
SC-47599,2024-01-04,Dubai,Tokyo,9839,5590,0.8218,Fog,1.9,128.92,Auto Parts,Sea,0,12.9,2024-01-16 21:36:00,12.9,Jebel Ali
SC-61920,2024-07-09,Tokyo,Rotterdam,6100,7130,0.6969,Fog,1.8,84.59,Textiles,Sea,1,21.5,2024-07-30 12:00:00,21.5,İzmir
SC-38529,2024-06-16,İzmir,Valencia,6112,9691,0.7628,Fog,3.7,114.91,Textiles,Sea,1,29.2,2024-07-15 04:48:00,29.2,Mersin
SC-45954,2024-01-09,New York,Antwerp,18832,11837,0.7773,Storm,2.7,103.41,Textiles,Sea,0,27.4,2024-02-05 09:36:00,27.4,Barcelona
SC-37856,2024-04-18,Antwerp,Dubai,6616,9315,0.6982,Clear,2.8,125.2,Machinery,Sea,0,21.6,2024-05-09 14:24:00,21.6,New York
SC-12573,2024-05-16,Barcelona,Dubai,3254,9733,0.7319,Clear,1.6,142.23,Auto Parts,Sea,0,22.5,2024-06-07 12:00:00,22.5,Piraeus
SC-88344,2024-06-02,Dubai,Shanghai,11889,7049,0.6042,Clear,2.7,88.78,Textiles,Sea,0,16.3,2024-06-18 07:12:00,16.3,Atina
SC-45367,2024-07-27,Los Angeles,Valencia,7430,6704,0.8038,Fog,2.2,111.52,Chemicals,Sea,1,20.2,2024-08-16 04:48:00,20.2,Jebel Ali
SC-70774,2024-09-28,Ningbo,Hamburg,2836,2638,0.8795,Rain,3.4,109.62,Textiles,Sea,0,6.1,2024-10-04 02:24:00,6.1,Barcelona
SC-33752,2024-05-22,Barcelona,Busan,6417,9709,0.7149,Clear,1.9,102.67,Auto Parts,Sea,0,22.5,2024-06-13 12:00:00,22.5,İzmir
SC-65029,2024-04-08,Valencia,Dubai,10451,7143,0.9888,Fog,3.5,113.61,Textiles,Sea,0,16.5,2024-04-24 12:00:00,16.5,Piraeus
SC-27685,2024-11-03,Valencia,Valencia,3393,3224,0.5286,Clear,2.5,141.65,Textiles,Sea,0,7.5,2024-11-10 12:00:00,7.5,Jebel Ali
SC-61693,2024-03-09,Mersin,Hamburg,13944,6245,0.7946,Clear,2.4,148.16,Electronics,Sea,0,14.5,2024-03-23 12:00:00,14.5,Piraeus
SC-65961,2024-09-03,Marsilya,Dubai,3096,11741,0.7918,Clear,2.2,80.2,Textiles,Sea,0,27.2,2024-09-30 04:48:00,27.2,Tanger Med
SC-86908,2024-09-17,Marsilya,Trieste,17157,7423,0.5181,Clear,3.7,131.73,Auto Parts,Sea,0,17.2,2024-10-04 04:48:00,17.2,New York
SC-84532,2024-10-02,Dubai,İzmir,2876,8607,0.6123,Clear,3.2,123.06,Electronics,Sea,0,19.9,2024-10-21 21:36:00,19.9,Piraeus
SC-91994,2024-03-19,Los Angeles,Dubai,17351,9407,0.9528,Clear,4.4,149.62,Electronics,Sea,0,21.8,2024-04-09 19:12:00,21.8,Piraeus
SC-66133,2024-05-25,Ningbo,Felixstowe,4460,11697,0.7723,Rain,2.0,86.3,Textiles,Sea,0,27.1,2024-06-21 02:24:00,27.1,Ambarli
SC-71268,2024-04-20,Antwerp,Singapore,10406,10073,0.7182,Clear,1.2,136.79,Textiles,Sea,0,23.3,2024-05-13 07:12:00,23.3,Mersin
SC-48243,2024-09-14,Trieste,Marsilya,9811,10152,0.7077,Rain,1.7,145.37,Chemicals,Sea,0,23.5,2024-10-07 12:00:00,23.5,Singapore
SC-67384,2024-04-02,Antwerp,Los Angeles,7488,11567,0.9441,Clear,2.4,143.85,Auto Parts,Sea,0,26.8,2024-04-28 19:12:00,26.8,Atina
SC-41653,2024-01-13,Barcelona,Antwerp,8458,10859,0.6835,Hurricane,1.7,119.24,Auto Parts,Sea,1,32.7,2024-02-14 16:48:00,32.7,Marsaxlokk
SC-36657,2024-09-16,Dubai,Rotterdam,8774,7768,0.9296,Rain,1.3,102.93,Machinery,Sea,0,18.0,2024-10-04 00:00:00,18.0,Tanger Med
SC-49952,2024-04-18,Ningbo,Barcelona,6370,4374,0.6546,Storm,2.8,124.79,Machinery,Sea,1,13.2,2024-05-01 04:48:00,13.2,Mersin
SC-32180,2024-11-25,Ambarli,Busan,5289,6090,0.7658,Clear,3.7,101.43,Auto Parts,Sea,0,14.1,2024-12-09 02:24:00,14.1,Mersin
SC-88411,2024-07-07,Dubai,New York,7279,3015,0.5719,Clear,4.0,108.86,Textiles,Sea,0,7.0,2024-07-14 00:00:00,7.0,Barcelona
SC-11622,2024-04-04,Hamburg,Los Angeles,14724,2335,0.9125,Clear,2.6,111.2,Electronics,Sea,0,5.4,2024-04-09 09:36:00,5.4,Dubai
SC-58756,2024-04-14,Rotterdam,Mersin,13921,2080,0.868,Clear,2.9,101.14,Chemicals,Sea,0,4.8,2024-04-18 19:12:00,4.8,Piraeus
SC-50809,2024-01-08,Rotterdam,Singapore,9582,4134,0.765,Clear,4.0,103.93,Textiles,Sea,0,9.6,2024-01-17 14:24:00,9.6,New York
SC-26725,2024-03-07,Atina,Hamburg,9003,11991,0.513,Clear,2.4,80.51,Electronics,Sea,0,27.8,2024-04-03 19:12:00,27.8,Atina
SC-71396,2024-07-09,Rotterdam,Valencia,12541,2257,0.7406,Clear,4.1,100.8,Auto Parts,Sea,0,5.2,2024-07-14 04:48:00,5.2,Jebel Ali
SC-61226,2024-09-12,Antwerp,Felixstowe,8456,2184,0.6126,Fog,4.9,113.06,Textiles,Sea,0,5.1,2024-09-17 02:24:00,5.1,İzmir
SC-91182,2024-01-09,Ningbo,Marsilya,4041,8841,0.7067,Clear,4.5,92.11,Chemicals,Sea,0,20.5,2024-01-29 12:00:00,20.5,Tanger Med
SC-92565,2024-04-26,Tokyo,Singapore,3172,2122,0.9282,Storm,2.8,136.39,Machinery,Sea,1,6.4,2024-05-02 09:36:00,6.4,Barcelona
SC-39402,2024-09-23,Valencia,Marsilya,9207,10056,0.8848,Clear,3.3,117.63,Electronics,Sea,0,23.3,2024-10-16 07:12:00,23.3,Barcelona
SC-14263,2024-04-08,Tokyo,Antwerp,3857,9263,0.621,Clear,3.9,135.57,Textiles,Sea,0,21.4,2024-04-29 09:36:00,21.4,İzmir
SC-56828,2024-10-24,Tokyo,Dubai,3619,6700,0.9925,Clear,2.4,88.97,Chemicals,Sea,1,20.2,2024-11-13 04:48:00,20.2,Piraeus
SC-57924,2024-06-12,Barcelona,Ambarli,8681,8658,0.9516,Rain,4.2,137.44,Textiles,Sea,0,20.0,2024-07-02 00:00:00,20.0,Barcelona
SC-84182,2024-05-20,Tokyo,Dubai,12615,5514,0.7643,Rain,2.7,147.08,Auto Parts,Sea,0,12.8,2024-06-01 19:12:00,12.8,İzmir
SC-69052,2024-09-24,Hamburg,Tokyo,8262,7633,0.7651,Rain,4.4,104.67,Electronics,Sea,0,17.7,2024-10-11 16:48:00,17.7,Trieste
SC-21664,2024-02-06,İzmir,Tokyo,8002,8077,0.9506,Clear,2.0,99.88,Auto Parts,Sea,0,18.7,2024-02-24 16:48:00,18.7,Atina
SC-45737,2024-03-14,Rotterdam,Mersin,3536,3394,0.8181,Clear,1.0,125.28,Auto Parts,Sea,0,7.9,2024-03-21 21:36:00,7.9,Mersin
SC-99563,2024-03-13,Hamburg,Atina,9470,4352,0.7683,Clear,3.5,124.51,Machinery,Sea,0,10.1,2024-03-23 02:24:00,10.1,Atina
SC-39373,2024-11-03,Felixstowe,Barcelona,4639,11500,0.8746,Clear,2.8,87.87,Auto Parts,Sea,0,26.6,2024-11-29 14:24:00,26.6,New York
SC-46397,2024-07-17,Barcelona,Singapore,7303,7961,0.6175,Storm,1.2,144.87,Chemicals,Sea,1,24.0,2024-08-10 00:00:00,24.0,Barcelona
SC-96145,2024-05-09,Mersin,Antwerp,7377,5944,0.9392,Fog,3.0,113.53,Electronics,Sea,1,17.9,2024-05-26 21:36:00,17.9,Piraeus
SC-48709,2024-09-02,Antwerp,Dubai,5481,8405,0.7657,Clear,1.7,133.51,Machinery,Sea,0,19.5,2024-09-21 12:00:00,19.5,Trieste
SC-71120,2024-11-07,Busan,Barcelona,10217,2490,0.8017,Rain,3.5,105.15,Textiles,Sea,0,5.8,2024-11-12 19:12:00,5.8,İzmir
SC-29250,2024-02-29,Valencia,Dubai,11832,3054,0.545,Clear,2.8,98.31,Auto Parts,Sea,0,7.1,2024-03-07 02:24:00,7.1,Mersin
SC-31172,2024-10-05,Barcelona,Busan,4743,2701,0.6548,Clear,1.7,87.79,Textiles,Sea,0,6.3,2024-10-11 07:12:00,6.3,Piraeus
SC-21555,2024-04-12,Atina,Hamburg,8514,4934,0.7134,Clear,2.6,99.22,Machinery,Sea,0,11.4,2024-04-23 09:36:00,11.4,Piraeus
SC-97410,2024-10-22,Singapore,Shanghai,9120,7387,0.707,Clear,1.9,149.54,Textiles,Sea,0,17.1,2024-11-08 02:24:00,17.1,Dubai
SC-88617,2024-11-15,Tokyo,Hamburg,7027,8037,0.8891,Clear,3.6,126.06,Chemicals,Sea,0,18.6,2024-12-03 14:24:00,18.6,Tanger Med
SC-63276,2024-12-06,Dubai,Antwerp,4759,6695,0.6412,Clear,2.2,136.19,Machinery,Sea,0,15.5,2024-12-21 12:00:00,15.5,Dubai
SC-67492,2024-05-30,Antwerp,New York,6871,11326,0.5911,Fog,4.3,147.1,Electronics,Sea,1,34.1,2024-07-03 02:24:00,34.1,İzmir
SC-63002,2024-06-05,Hamburg,Dubai,7175,10271,0.7913,Clear,1.1,85.53,Electronics,Sea,0,23.8,2024-06-28 19:12:00,23.8,Ambarli
SC-99599,2024-07-24,Dubai,Trieste,2819,11027,0.8075,Clear,2.6,91.53,Electronics,Sea,0,25.5,2024-08-18 12:00:00,25.5,Jebel Ali
SC-82355,2024-06-27,New York,New York,5109,10843,0.5608,Clear,3.5,144.96,Electronics,Sea,1,32.6,2024-07-29 14:24:00,32.6,New York
SC-34762,2024-07-15,Valencia,Felixstowe,4890,2416,0.5012,Rain,1.1,119.52,Machinery,Sea,0,5.6,2024-07-20 14:24:00,5.6,Ambarli
SC-21046,2024-08-10,Marsilya,Valencia,6180,7566,0.9588,Clear,1.9,124.44,Machinery,Sea,0,17.5,2024-08-27 12:00:00,17.5,Piraeus
SC-38769,2024-03-29,Barcelona,Marsilya,10652,7173,0.5398,Rain,2.3,109.93,Machinery,Sea,1,21.6,2024-04-19 14:24:00,21.6,Barcelona
SC-63302,2024-10-13,Dubai,Tokyo,6254,7999,0.9489,Clear,1.1,137.01,Auto Parts,Sea,1,24.1,2024-11-06 02:24:00,24.1,Tanger Med
SC-33150,2024-10-02,İzmir,Trieste,5243,5866,0.6996,Clear,3.2,116.21,Machinery,Sea,0,13.6,2024-10-15 14:24:00,13.6,Trieste
SC-78247,2024-08-23,Ningbo,Dubai,8436,10937,0.8265,Clear,3.5,137.83,Machinery,Sea,0,25.3,2024-09-17 07:12:00,25.3,New York
SC-14853,2024-07-01,İzmir,Valencia,2897,4002,0.5928,Clear,1.9,149.45,Machinery,Sea,0,9.3,2024-07-10 07:12:00,9.3,Barcelona
SC-99399,2024-07-27,Felixstowe,Valencia,13635,2239,0.912,Clear,3.2,125.27,Electronics,Sea,0,5.2,2024-08-01 04:48:00,5.2,Mersin
SC-31792,2024-05-09,Los Angeles,Ambarli,3498,3944,0.5901,Clear,5.0,117.02,Chemicals,Sea,0,9.1,2024-05-18 02:24:00,9.1,Mersin
SC-69129,2024-06-01,Barcelona,Felixstowe,8474,8561,0.6933,Clear,4.5,105.56,Electronics,Sea,0,19.8,2024-06-20 19:12:00,19.8,Ambarli
SC-84478,2024-01-13,Singapore,Dubai,9671,11047,0.619,Clear,1.2,93.63,Chemicals,Sea,0,25.6,2024-02-07 14:24:00,25.6,Atina
SC-77298,2024-05-01,Shanghai,Dubai,6748,7867,0.9188,Clear,1.5,125.97,Chemicals,Sea,0,18.2,2024-05-19 04:48:00,18.2,Piraeus
SC-41987,2024-12-24,Antwerp,Dubai,2876,5194,0.9292,Rain,3.0,84.38,Chemicals,Sea,0,12.0,2025-01-05 00:00:00,12.0,Ambarli
SC-25850,2024-08-07,Mersin,Hamburg,7600,9733,0.686,Rain,2.0,146.94,Electronics,Sea,0,22.5,2024-08-29 12:00:00,22.5,Barcelona
SC-22112,2024-04-15,Busan,Los Angeles,13132,8359,0.6537,Rain,1.3,125.33,Auto Parts,Sea,0,19.3,2024-05-04 07:12:00,19.3,Jebel Ali
SC-34058,2024-03-10,Barcelona,Dubai,9123,9587,0.8868,Clear,2.0,147.16,Textiles,Sea,0,22.2,2024-04-01 04:48:00,22.2,Tanger Med
SC-55420,2024-07-13,Hamburg,Marsilya,8690,6804,0.9393,Clear,1.2,99.06,Auto Parts,Sea,0,15.8,2024-07-28 19:12:00,15.8,Piraeus
SC-48890,2024-07-04,Shanghai,Los Angeles,6660,3353,0.812,Rain,3.1,146.26,Electronics,Sea,0,7.8,2024-07-11 19:12:00,7.8,Atina
SC-76017,2024-04-08,Busan,Los Angeles,7166,4880,0.9637,Clear,3.0,122.85,Chemicals,Sea,0,11.3,2024-04-19 07:12:00,11.3,Singapore
SC-57304,2024-03-22,Shanghai,Busan,5311,2679,0.6915,Rain,1.0,136.72,Textiles,Sea,0,6.2,2024-03-28 04:48:00,6.2,Mersin
SC-42921,2024-03-15,Barcelona,Trieste,9131,10678,0.5759,Rain,2.9,92.52,Auto Parts,Sea,0,24.7,2024-04-08 16:48:00,24.7,Jebel Ali
SC-11524,2024-12-05,Dubai,Felixstowe,3138,5620,0.5898,Clear,3.1,115.01,Machinery,Sea,0,13.0,2024-12-18 00:00:00,13.0,Marsaxlokk
SC-25048,2024-07-10,Marsilya,Ningbo,8499,11630,0.8349,Clear,3.4,119.83,Auto Parts,Sea,0,26.9,2024-08-05 21:36:00,26.9,Singapore
SC-45111,2024-11-20,Felixstowe,Shanghai,8210,6314,0.7038,Hurricane,4.9,107.5,Electronics,Sea,1,19.0,2024-12-09 00:00:00,19.0,İzmir
SC-47904,2024-08-01,Dubai,Los Angeles,13932,8864,0.5782,Rain,4.9,97.73,Textiles,Sea,0,20.5,2024-08-21 12:00:00,20.5,New York
SC-64912,2024-11-10,Barcelona,Dubai,7925,3484,0.6461,Rain,3.1,143.33,Machinery,Sea,0,8.1,2024-11-18 02:24:00,8.1,Trieste
SC-44008,2024-11-13,Marsilya,Trieste,5583,2690,0.7653,Clear,4.4,85.95,Textiles,Sea,0,6.2,2024-11-19 04:48:00,6.2,Tanger Med
SC-10060,2024-05-23,Tokyo,İzmir,8726,10083,0.5607,Clear,1.3,90.78,Textiles,Sea,0,23.3,2024-06-15 07:12:00,23.3,New York
SC-84666,2024-08-03,Ambarli,Atina,9546,8125,0.5017,Clear,3.1,102.44,Auto Parts,Sea,0,18.8,2024-08-21 19:12:00,18.8,İzmir
SC-93559,2024-12-26,Shanghai,Valencia,13018,11204,0.9586,Clear,3.7,144.38,Chemicals,Sea,0,25.9,2025-01-20 21:36:00,25.9,Barcelona
SC-65337,2024-11-19,Los Angeles,Tokyo,8031,8668,0.6524,Clear,3.3,119.49,Auto Parts,Sea,0,20.1,2024-12-09 02:24:00,20.1,Barcelona
SC-23350,2024-01-15,İzmir,Dubai,8360,4347,0.6107,Rain,1.9,106.12,Machinery,Sea,0,10.1,2024-01-25 02:24:00,10.1,Trieste
SC-34354,2024-08-04,Tokyo,Atina,4331,5708,0.8492,Clear,1.3,108.19,Electronics,Sea,0,13.2,2024-08-17 04:48:00,13.2,Piraeus
SC-55186,2024-02-04,Hamburg,Barcelona,6293,8376,0.9267,Clear,2.5,138.64,Auto Parts,Sea,0,19.4,2024-02-23 09:36:00,19.4,Mersin
SC-38145,2024-07-01,İzmir,Tokyo,8463,9930,0.8161,Clear,3.6,81.87,Chemicals,Sea,0,23.0,2024-07-24 00:00:00,23.0,Trieste
SC-44020,2024-09-26,Mersin,Barcelona,9257,2637,0.6272,Clear,5.0,80.79,Chemicals,Sea,0,6.1,2024-10-02 02:24:00,6.1,İzmir
SC-96123,2024-12-23,Rotterdam,Dubai,5712,7866,0.9308,Fog,1.9,83.23,Auto Parts,Sea,0,18.2,2025-01-10 04:48:00,18.2,Jebel Ali
SC-85186,2024-04-09,Mersin,İzmir,5829,8793,0.7552,Rain,4.7,112.84,Machinery,Sea,0,20.4,2024-04-29 09:36:00,20.4,İzmir
SC-95469,2024-01-07,İzmir,New York,6753,5008,0.6906,Clear,1.3,120.69,Chemicals,Sea,0,11.6,2024-01-18 14:24:00,11.6,Jebel Ali
SC-30581,2024-01-30,Valencia,Valencia,16725,9216,0.8024,Clear,4.7,123.71,Chemicals,Sea,0,21.3,2024-02-20 07:12:00,21.3,New York
SC-98929,2024-10-31,Busan,Atina,9972,9372,0.8503,Clear,4.3,131.18,Machinery,Sea,0,21.7,2024-11-21 16:48:00,21.7,Piraeus
SC-33051,2024-05-23,Trieste,Mersin,7464,7600,0.7969,Clear,1.1,93.28,Machinery,Sea,1,22.9,2024-06-14 21:36:00,22.9,Marsaxlokk
SC-61474,2024-04-20,Valencia,Felixstowe,9286,3399,0.9601,Clear,2.2,98.36,Machinery,Sea,0,7.9,2024-04-27 21:36:00,7.9,Atina
SC-79626,2024-08-19,Dubai,Mersin,6049,10003,0.814,Clear,1.2,97.05,Machinery,Sea,0,23.2,2024-09-11 04:48:00,23.2,New York
SC-16960,2024-06-27,Hamburg,Valencia,6613,3505,0.9393,Rain,5.0,90.44,Auto Parts,Sea,1,10.5,2024-07-07 12:00:00,10.5,Tanger Med
SC-45772,2024-03-12,Singapore,Shanghai,3826,7842,0.7935,Clear,2.7,97.11,Auto Parts,Sea,0,18.2,2024-03-30 04:48:00,18.2,Trieste
SC-31520,2024-07-28,Shanghai,Rotterdam,7948,10441,0.6648,Clear,3.6,122.96,Textiles,Sea,0,24.2,2024-08-21 04:48:00,24.2,Marsaxlokk
SC-59481,2024-08-07,Mersin,Trieste,9422,7320,0.7661,Clear,1.9,105.65,Textiles,Sea,0,16.9,2024-08-23 21:36:00,16.9,Jebel Ali
SC-46408,2024-03-20,Rotterdam,Singapore,5126,10727,0.5432,Fog,4.7,133.75,Textiles,Sea,0,24.8,2024-04-13 19:12:00,24.8,Tanger Med
SC-67134,2024-03-23,Trieste,Hamburg,9084,8443,0.6151,Storm,2.1,117.55,Chemicals,Sea,1,25.4,2024-04-17 09:36:00,25.4,New York
SC-30491,2024-02-11,Tokyo,Mersin,3714,5549,0.8831,Rain,2.0,94.84,Machinery,Sea,0,12.8,2024-02-23 19:12:00,12.8,Marsaxlokk
SC-11341,2024-09-29,Rotterdam,Barcelona,4310,8952,0.8307,Clear,2.3,112.72,Auto Parts,Sea,0,20.7,2024-10-19 16:48:00,20.7,Mersin
SC-54623,2024-07-09,New York,İzmir,5037,10649,0.5833,Clear,2.8,121.54,Auto Parts,Sea,0,24.7,2024-08-02 16:48:00,24.7,New York
SC-10338,2024-06-21,İzmir,Mersin,8347,4738,0.719,Rain,1.1,140.63,Machinery,Sea,0,11.0,2024-07-02 00:00:00,11.0,İzmir
SC-81431,2024-01-07,Shanghai,Busan,7040,5369,0.571,Fog,3.4,138.36,Textiles,Sea,1,16.2,2024-01-23 04:48:00,16.2,Jebel Ali
SC-22254,2024-06-03,Dubai,Tokyo,9287,6135,0.9279,Clear,1.1,109.85,Chemicals,Sea,0,14.2,2024-06-17 04:48:00,14.2,New York
SC-61860,2024-01-10,Los Angeles,Mersin,14791,9983,0.5546,Clear,3.2,125.34,Auto Parts,Sea,0,23.1,2024-02-02 02:24:00,23.1,Atina
SC-21344,2024-02-03,Tokyo,New York,8947,5411,0.8271,Clear,2.8,100.85,Electronics,Sea,0,12.5,2024-02-15 12:00:00,12.5,Barcelona
SC-11750,2024-02-05,Atina,Valencia,7100,7635,0.8035,Rain,2.0,124.31,Chemicals,Sea,0,17.7,2024-02-22 16:48:00,17.7,Atina
SC-64756,2024-01-06,Los Angeles,Ambarli,8674,6069,0.7364,Clear,2.3,143.9,Chemicals,Sea,0,14.0,2024-01-20 00:00:00,14.0,Atina
SC-77957,2024-08-02,Valencia,Rotterdam,5158,8251,0.6391,Clear,3.8,123.72,Textiles,Sea,0,19.1,2024-08-21 02:24:00,19.1,Marsaxlokk
SC-68053,2024-05-13,Rotterdam,New York,8983,5185,0.702,Storm,1.0,101.26,Machinery,Sea,1,15.6,2024-05-28 14:24:00,15.6,Ambarli
SC-80855,2024-10-11,Ambarli,Barcelona,6528,5238,0.9032,Rain,2.3,125.08,Electronics,Sea,0,12.1,2024-10-23 02:24:00,12.1,Mersin
SC-25896,2024-05-05,İzmir,Atina,11674,10452,0.8808,Clear,3.7,143.19,Textiles,Sea,0,24.2,2024-05-29 04:48:00,24.2,Mersin
SC-65761,2024-12-02,Valencia,Rotterdam,2634,7737,0.8694,Clear,1.6,89.59,Machinery,Sea,0,17.9,2024-12-19 21:36:00,17.9,Dubai
SC-72552,2024-06-22,Atina,Marsilya,4421,11439,0.8749,Clear,3.2,113.77,Electronics,Sea,0,26.5,2024-07-18 12:00:00,26.5,Atina
SC-87454,2024-05-31,Valencia,Trieste,5028,4573,0.5719,Clear,1.7,102.47,Auto Parts,Sea,0,10.6,2024-06-10 14:24:00,10.6,Atina
SC-37935,2024-11-26,Barcelona,Tokyo,4701,8853,0.5495,Clear,1.6,96.9,Electronics,Sea,0,20.5,2024-12-16 12:00:00,20.5,İzmir
SC-47641,2024-01-26,Felixstowe,Valencia,6775,2125,0.9307,Clear,4.1,107.73,Textiles,Sea,0,4.9,2024-01-30 21:36:00,4.9,Tanger Med
SC-39711,2024-04-24,Ambarli,Ningbo,4913,11421,0.9186,Clear,2.1,107.58,Electronics,Sea,0,26.4,2024-05-20 09:36:00,26.4,Barcelona
SC-80342,2024-10-10,Marsilya,Singapore,5901,3306,0.8407,Clear,2.5,94.73,Electronics,Sea,0,7.7,2024-10-17 16:48:00,7.7,Singapore
SC-22182,2024-03-15,Tokyo,Shanghai,8231,4101,0.803,Storm,3.9,108.25,Electronics,Sea,0,9.5,2024-03-24 12:00:00,9.5,Dubai
SC-97833,2024-06-14,Dubai,Ambarli,6012,2135,0.6834,Rain,1.7,124.36,Auto Parts,Sea,0,4.9,2024-06-18 21:36:00,4.9,Ambarli
SC-66276,2024-07-07,Los Angeles,Rotterdam,6219,9311,0.612,Clear,3.1,81.8,Machinery,Sea,0,21.6,2024-07-28 14:24:00,21.6,Piraeus
SC-29541,2024-03-18,Trieste,Busan,11661,3459,0.8338,Fog,4.7,149.25,Electronics,Sea,0,8.0,2024-03-26 00:00:00,8.0,Dubai
SC-92310,2024-03-30,Singapore,Hamburg,7797,6231,0.9565,Clear,3.2,100.72,Chemicals,Sea,0,14.4,2024-04-13 09:36:00,14.4,Jebel Ali
SC-54813,2024-06-24,Felixstowe,Atina,13825,9656,0.7185,Rain,1.2,123.66,Textiles,Sea,0,22.4,2024-07-16 09:36:00,22.4,Marsaxlokk
SC-47198,2024-01-21,Shanghai,Ambarli,12088,2812,0.6516,Clear,3.4,99.85,Chemicals,Sea,0,6.5,2024-01-27 12:00:00,6.5,Trieste
SC-18820,2024-02-23,Singapore,Shanghai,8575,9900,0.6354,Rain,1.4,107.55,Machinery,Sea,0,22.9,2024-03-16 21:36:00,22.9,Trieste
SC-34070,2024-07-02,Tokyo,Atina,7517,11043,0.5119,Clear,2.1,118.45,Textiles,Sea,0,25.6,2024-07-27 14:24:00,25.6,Mersin
SC-79768,2024-12-24,Felixstowe,Shanghai,8019,11936,0.7602,Clear,4.4,122.83,Machinery,Sea,0,27.6,2025-01-20 14:24:00,27.6,Ambarli
SC-21122,2024-08-09,Hamburg,Singapore,6419,9568,0.9941,Rain,1.0,133.93,Textiles,Sea,1,28.8,2024-09-06 19:12:00,28.8,Singapore
SC-90559,2024-11-10,Atina,Trieste,5279,2870,0.9076,Clear,1.3,135.42,Chemicals,Sea,0,6.6,2024-11-16 14:24:00,6.6,Piraeus
SC-83543,2024-11-23,Felixstowe,Antwerp,4982,10826,0.9487,Clear,2.5,116.31,Chemicals,Sea,0,25.1,2024-12-18 02:24:00,25.1,Tanger Med
SC-93441,2024-06-27,Marsilya,İzmir,11478,2668,0.8106,Clear,5.0,85.3,Auto Parts,Sea,0,6.2,2024-07-03 04:48:00,6.2,Piraeus
SC-51786,2024-10-02,Los Angeles,Barcelona,13914,3293,0.7407,Clear,2.2,119.04,Machinery,Sea,0,7.6,2024-10-09 14:24:00,7.6,İzmir
